utt_id,primary_language,family,gender,duration_s,reference_text,reference_normalized,hypothesis_text,hypothesis_normalized,wer,n_sub,n_del,n_ins,ref_len_words
svarah_01935,Kannada,Dravidian,Female,4.0004375,to buy their medicines at very lower prices,to buy their medicines at very lower prices,to buy their medicines at very lower prices,to buy their medicines at very lower prices,0.0,0,0,0,8
svarah_01944,Malayalam,Dravidian,Male,7.7403125,And they have I think they have some moral values with that colleges they follow,and they have i think they have some moral values with that colleges they follow,"And they have, I think they have some moral values with that with with that colleges they follow.",and they have i think they have some moral values with that with with that colleges they follow,0.2,0,0,3,15
svarah_01958,Bodo,Sino-Tibetan,Female,7.92,"To increase the representation of Indian art, an artist in the world should",to increase the representation of indian art an artist in the world should,to increase the representation of Indian art and artist in the world,to increase the representation of indian art and artist in the world,0.15384615384615385,1,1,0,13
svarah_01961,Hindi,Indo-Aryan,Male,14.6190625,"and although there is a lot of intermixing going on in the last few years, but still in, I would say in the remote interior areas, this may not be the case.",and although there is a lot of intermixing going on in the last few years but still in i would say in the remote interior areas this may not be the case,"And although there is a lot of intermixing going on in the last few years, but still in I would say in the remote interior areas, this may not be the case.",and although there is a lot of intermixing going on in the last few years but still in i would say in the remote interior areas this may not be the case,0.0,0,0,0,32
svarah_01964,Assamese,Indo-Aryan,Female,2.9075,Block the ONGC Holdings from my account.,block the ongc holdings from my account,Block the ONGC holdings from my account.,block the ongc holdings from my account,0.0,0,0,0,7
svarah_01967,Tamil,Dravidian,Female,10.3244375,"English language is the upper hand language. Of course in India, not only in India, mostly everywhere in the world.",english language is the upper hand language of course in india not only in india mostly everywhere in the world,"English language is the upper hand language. Of course in India, not only in India, mostly everywhere in the world.",english language is the upper hand language of course in india not only in india mostly everywhere in the world,0.0,0,0,0,20
svarah_01972,Telugu,Dravidian,Female,1.5448125,make the room blue,make the room blue,Make the room blue,make the room blue,0.0,0,0,0,4
svarah_01985,Bodo,Sino-Tibetan,Female,9.1145625,It is one of the eight principals in eight principles classical Indian dance traditions.,it is one of the eight principals in eight principles classical indian dance traditions,It is one of the eight principles in eight principal classical Indian dance traditions.,it is one of the eight principles in eight principal classical indian dance traditions,0.14285714285714285,2,0,0,14
svarah_02014,Nepali,Indo-Aryan,Female,9.2405,Chaite Dasain Chaite Dasain regarded as the second Dasain which falls around March-April month for every year.,chaite dasain chaite dasain regarded as the second dasain which falls around march april month for every year,Chaitreya Dasain. Chaitreya Dasain regarded as the second Dasain which falls around March April month for every year.,chaitreya dasain chaitreya dasain regarded as the second dasain which falls around march april month for every year,0.1111111111111111,2,0,0,18
svarah_02063,Bodo,Sino-Tibetan,Male,4.366375,The natural lovers can easily access to these places,the natural lovers can easily access to these places,The nature lovers can easily access to these places.,the nature lovers can easily access to these places,0.1111111111111111,1,0,0,9
svarah_02065,Nepali,Indo-Aryan,Female,4.025375,"dhania and all that, we just cook it in a simple manner",dhania and all that we just cook it in a simple manner,"Dhaniya and all that, we just cook it in a simple manner.",dhaniya and all that we just cook it in a simple manner,0.08333333333333333,1,0,0,12
svarah_02067,Malayalam,Dravidian,Male,0.5691875,Off,off,Off,off,0.0,0,0,0,1
svarah_02068,Telugu,Dravidian,Male,2.3208125,especially when you play against a computer.,especially when you play against a computer,especially when you play against a computer.,especially when you play against a computer,0.0,0,0,0,7
svarah_02081,Malayalam,Dravidian,Female,0.4734375,Agree,agree,Agree,agree,0.0,0,0,0,1
svarah_02094,Nepali,Indo-Aryan,Male,3.44,landmarks in our state that visitors can explore.,landmarks in our state that visitors can explore,Landmarks in our state that visitors can explore,landmarks in our state that visitors can explore,0.0,0,0,0,8
svarah_02100,Bodo,Sino-Tibetan,Female,3.9,Food fests are also organized in the festival,food fests are also organized in the festival,Food feasts are also organized in the festival.,food feasts are also organized in the festival,0.125,1,0,0,8
svarah_02123,Bodo,Sino-Tibetan,Male,8.389125,Transfer Rs. 100 from my Bank Of India account 87261159699 to my Airtel Money Wallet,transfer rs 100 from my bank of india account 87261159699 to my airtel money wallet,Transfer rupees hundred from my Bank of India account 87261159699 to my Airtel money wallet.,transfer rupees hundred from my bank of india account 87261159699 to my airtel money wallet,0.13333333333333333,2,0,0,15
svarah_02127,Bodo,Sino-Tibetan,Female,13.0,They should also be active in the community. They should publish their art and speak about them publicly.,they should also be active in the community they should publish their art and speak about them publicly,They should also be active in the community. They should publish their art and speak about them publicly.,they should also be active in the community they should publish their art and speak about them publicly,0.0,0,0,0,18
svarah_02137,Hindi,Indo-Aryan,Female,9.0,I guess the best way for different communities to coexist,i guess the best way for different communities to coexist,I guess the best way for different communities to coexist.,i guess the best way for different communities to coexist,0.0,0,0,0,10
svarah_02148,Kannada,Dravidian,Female,6.739125,"that she tells, dear Shama, first you love your own siblings",that she tells dear shama first you love your own siblings,"that she tells dear Shyama, first you love your own siblings.",that she tells dear shyama first you love your own siblings,0.09090909090909091,1,0,0,11
svarah_02199,Nepali,Indo-Aryan,Female,23.450625,"wheat and on the 10th day when we put tikka when our elders put tikka in our forehead, they after putting tikka on our forehead they give us Jamara which they put in our head or they place in our hairs or in the corner of our ears on the first day the",wheat and on the 10th day when we put tikka when our elders put tikka in our forehead they after putting tikka on our forehead they give us jamara which they put in our head or they place in our hairs or in the corner of our ears on the first day the,"Wait. And on the 10th day when we put tika, when our elders put tika in our forehead, they after putting tika on our forehead, they give those zamara which they put in our head or they place in our hairs or in the corner of our ears. On the first day the",wait and on the 10th day when we put tika when our elders put tika in our forehead they after putting tika on our forehead they give those zamara which they put in our head or they place in our hairs or in the corner of our ears on the first day the,0.11320754716981132,6,0,0,53
svarah_02236,Kannada,Dravidian,Female,10.733625,"Usually, we somehow, or say I, appreciate the utmost ideal without understanding from where to start.",usually we somehow or say i appreciate the utmost ideal without understanding from where to start,"Usually, we somehow or say I appreciate the utmost ideal without understanding from where to start.",usually we somehow or say i appreciate the utmost ideal without understanding from where to start,0.0,0,0,0,16
svarah_02245,Bodo,Sino-Tibetan,Male,8.884875,"And the stones used for grinding can still be found in the forest of a place named the Nabhander,",and the stones used for grinding can still be found in the forest of a place named the nabhander,And the stones used for grinding can still be found in the forest of place named the Nabhandar.,and the stones used for grinding can still be found in the forest of place named the nabhandar,0.10526315789473684,1,1,0,19
svarah_02304,Bodo,Sino-Tibetan,Male,7.03575,He defeated the wounded soldiers with the harps found from the forest by grinding them with stones.,he defeated the wounded soldiers with the harps found from the forest by grinding them with stones,He treated the wounded soldiers with herbs found from the forest by grinding them with stones.,he treated the wounded soldiers with herbs found from the forest by grinding them with stones,0.17647058823529413,2,1,0,17
svarah_02311,Assamese,Indo-Aryan,Male,12.9136875,Download COVID vaccine certificate from Co-WIN portal for beneficiary name Haniya with phone number 65221973012,download covid vaccine certificate from co win portal for beneficiary name haniya with phone number 65221973012,Download COVID vaccine certificate from CoWIN portal for beneficiary name Haniya with phone number 65221973012,download covid vaccine certificate from cowin portal for beneficiary name haniya with phone number 65221973012,0.125,1,1,0,16
svarah_02364,Bodo,Sino-Tibetan,Male,1.4250625,into a violent,into a violent,into a violent,into a violent,0.0,0,0,0,3
svarah_02381,Nepali,Indo-Aryan,Female,1.8575625,remind me that i like that song,remind me that i like that song,Remind me that I like that song.,remind me that i like that song,0.0,0,0,0,7
svarah_02389,Bodo,Sino-Tibetan,Male,4.2330625,"And there are elephant safari, jeep safari,",and there are elephant safari jeep safari,"And there are elephant safari, jeep safari.",and there are elephant safari jeep safari,0.0,0,0,0,7
svarah_02391,Telugu,Dravidian,Female,4.3234375,The main agricultural products in my district are rice and jowar,the main agricultural products in my district are rice and jowar,The main agricultural products in my district are rice and jowar.,the main agricultural products in my district are rice and jowar,0.0,0,0,0,11
svarah_02396,Malayalam,Dravidian,Female,4.16,So I would say that itself speaks about the quality of education.,so i would say that itself speaks about the quality of education,"So, I would say that itself speaks about the quality of education.",so i would say that itself speaks about the quality of education,0.0,0,0,0,12
svarah_02418,Nepali,Indo-Aryan,Male,8.56,some knowledge about the English language.,some knowledge about the english language,some knowledge about the English language language,some knowledge about the english language language,0.16666666666666666,0,0,1,6
svarah_02435,Nepali,Indo-Aryan,Female,9.005,"hand woven outfits are more premium, takes more time and pays attention to detail.",hand woven outfits are more premium takes more time and pays attention to detail,"Hand woven outfits are more premium, takes more time and pays attention to detail.",hand woven outfits are more premium takes more time and pays attention to detail,0.0,0,0,0,14
svarah_02444,Kashmiri,Indo-Aryan,Female,0.957125,developing steps,developing steps,Developing step,developing step,0.5,1,0,0,2
svarah_02457,Bengali,Indo-Aryan,Male,5.8095625,There is no question of losing more and more pictures to the film,there is no question of losing more and more pictures to the film,There is no question of losing more and more pictures to the film.,there is no question of losing more and more pictures to the film,0.0,0,0,0,13
svarah_02503,Odia,Indo-Aryan,Male,2.7348125,How do you adapt to change the in,how do you adapt to change the in,How do you adapt to change the in,how do you adapt to change the in,0.0,0,0,0,8
svarah_02514,Bodo,Sino-Tibetan,Male,3.532125,with festivity mood for welcoming the Bwisagu festival.,with festivity mood for welcoming the bwisagu festival,with festivity mood for welcoming the Baisagu festival.,with festivity mood for welcoming the baisagu festival,0.125,1,0,0,8
svarah_02516,Maithili,Indo-Aryan,Male,6.8304375,"But gradually, the education department is taking cognizance of all these things.",but gradually the education department is taking cognizance of all these things,"But gradually, the education department is taking cognizance of all these things.",but gradually the education department is taking cognizance of all these things,0.0,0,0,0,12
svarah_02529,Bodo,Sino-Tibetan,Male,6.7374375,Please display the COVAXIN vaccination clinics that are Paid for children in the age range of 15-17 years,please display the covaxin vaccination clinics that are paid for children in the age range of 15 17 years,Please display the Covaxin vaccination clinics that are paid for children in the age range of fifteen to seventeen years.,please display the covaxin vaccination clinics that are paid for children in the age range of fifteen to seventeen years,0.15789473684210525,2,0,1,19
svarah_02541,Urdu,Indo-Aryan,Male,7.5645,Please enter your MPIN for downloading vaccine certificate for mobile number 93672989613,please enter your mpin for downloading vaccine certificate for mobile number 93672989613,Please enter your MPIN for downloading vaccine certificate for mobile number 93672989613,please enter your mpin for downloading vaccine certificate for mobile number 93672989613,0.0,0,0,0,12
svarah_02545,Telugu,Dravidian,Female,10.2,The coldest days or coldest nights are probably around January 1st of every year.,the coldest days or coldest nights are probably around january 1st of every year,The coldest days or coldest nights are probably around January 1st of every year.,the coldest days or coldest nights are probably around january 1st of every year,0.0,0,0,0,14
svarah_02550,Kannada,Dravidian,Male,3.542625,Look online for any regulations you need to follow.,look online for any regulations you need to follow,Look online for any regulations you need to follow.,look online for any regulations you need to follow,0.0,0,0,0,9
svarah_02551,Bodo,Sino-Tibetan,Male,2.9664375,"Similarly, the national parks, namely",similarly the national parks namely,"Similarly, the national parks, namely",similarly the national parks namely,0.0,0,0,0,5
svarah_02568,Tamil,Dravidian,Male,0.3259375,Nine,nine,Nine,nine,0.0,0,0,0,1
svarah_02582,Bodo,Sino-Tibetan,Male,2.3398125,some workout,some workout,some workout,some workout,0.0,0,0,0,2
svarah_02584,Hindi,Indo-Aryan,Female,2.1339375,let me hear my list,let me hear my list,Let me hear my list,let me hear my list,0.0,0,0,0,5
svarah_02601,Maithili,Indo-Aryan,Male,7.25,So that can be corrected by landing just at the bottom of their body.,so that can be corrected by landing just at the bottom of their body,So that can be corrected by landing just at the bottom of their body.,so that can be corrected by landing just at the bottom of their body,0.0,0,0,0,14
svarah_02617,Bodo,Sino-Tibetan,Male,1.7501875,Bangladesh in the west,bangladesh in the west,Bangladesh in the West,bangladesh in the west,0.0,0,0,0,4
svarah_02630,Malayalam,Dravidian,Male,1.254,2018,2018,2018,2018,0.0,0,0,0,1
svarah_02642,Bodo,Sino-Tibetan,Male,2.0141875,This center is best in Guwahati,this center is best in guwahati,This center is based in Guwahati,this center is based in guwahati,0.16666666666666666,1,0,0,6
svarah_02647,Hindi,Indo-Aryan,Male,2.5655,are there any accidents on my way to work,are there any accidents on my way to work,Are there any accidents on my way to work?,are there any accidents on my way to work,0.0,0,0,0,9
svarah_02674,Tamil,Dravidian,Female,4.7251875,and BB Home Lemon Dishwash Bar from cart are out of stock,and bb home lemon dishwash bar from cart are out of stock,And BB Home Lemon Dishwash Bar from the cart are out of stock.,and bb home lemon dishwash bar from the cart are out of stock,0.08333333333333333,0,0,1,12
svarah_02686,Telugu,Dravidian,Male,3.63725,got GoodDiet instead on Himalayan Natives,got gooddiet instead on himalayan natives,Got good diet instead on Himalayan natives,got good diet instead on himalayan natives,0.3333333333333333,1,0,1,6
svarah_02698,Urdu,Indo-Aryan,Female,0.7144375,Five,five,Five,five,0.0,0,0,0,1
svarah_02712,Bodo,Sino-Tibetan,Female,3.8700625,is the largest banana market in Asia.,is the largest banana market in asia,is the largest banana market in Asia.,is the largest banana market in asia,0.0,0,0,0,7
svarah_02716,Urdu,Indo-Aryan,Male,5.418125,The city was planned according to the ancient Indo-Aryan tradition of a royal capital,the city was planned according to the ancient indo aryan tradition of a royal capital,The city was planned according to the ancient Indo-Aryan tradition of a royal capital.,the city was planned according to the ancient indo aryan tradition of a royal capital,0.0,0,0,0,15
svarah_02736,Maithili,Indo-Aryan,Female,13.061,We could get closer to subject on these lines or zoom in to fill the frame or any elements related to that photo or your story that may fill the space,we could get closer to subject on these lines or zoom in to fill the frame or any elements related to that photo or your story that may fill the space,We could get closer to subject on these lines or zoom in to fill the frame or any elements related to that photo or your story that may fill the space.,we could get closer to subject on these lines or zoom in to fill the frame or any elements related to that photo or your story that may fill the space,0.0,0,0,0,31
svarah_02775,Bodo,Sino-Tibetan,Male,1.8165625,It also flows through,it also flows through,It also flows through,it also flows through,0.0,0,0,0,4
svarah_02786,Bodo,Sino-Tibetan,Male,3.3270625,Being even a few minutes late may disqualify your submission.,being even a few minutes late may disqualify your submission,Being even a few minutes late may disqualify your submission.,being even a few minutes late may disqualify your submission,0.0,0,0,0,10
svarah_02861,Bodo,Sino-Tibetan,Female,22.0,"If the artists help such exhibitions, they will get better exposure and they also should try to recreate a network and build connections to promote their art.",if the artists help such exhibitions they will get better exposure and they also should try to recreate a network and build connections to promote their art,"If the art artists held such exhibitions, they will get better exposure and they also should try to recreate a network and build connections to promote their art.",if the art artists held such exhibitions they will get better exposure and they also should try to recreate a network and build connections to promote their art,0.07407407407407407,1,0,1,27
svarah_02898,Telugu,Dravidian,Male,6.501875,for mobile number 72127401281,for mobile number 72127401281,For mobile number 72127401281,for mobile number 72127401281,0.0,0,0,0,4
svarah_02900,Maithili,Indo-Aryan,Male,0.8606875,Right,right,Right,right,0.0,0,0,0,1
svarah_02940,Assamese,Indo-Aryan,Male,7.2838125,Your MPIN is invalid for mobile number 77341091445,your mpin is invalid for mobile number 77341091445,Your MPIN is invalid from mobile number 77341091445,your mpin is invalid from mobile number 77341091445,0.125,1,0,0,8
svarah_02946,Bodo,Sino-Tibetan,Male,0.4714375,healed,healed,Khil,khil,1.0,1,0,0,1
svarah_02956,Kannada,Dravidian,Male,3.0013125,taking up that book which is not a,taking up that book which is not a,taking up that book which is not a,taking up that book which is not a,0.0,0,0,0,8
svarah_02980,Nepali,Indo-Aryan,Male,9.28,And like that in our district Bihari and Marwari people used to celebrate Chhat Puja which,and like that in our district bihari and marwari people used to celebrate chhat puja which,"Like that in our district, Bihari and Marwari people used to celebrate Chhath Puja.",like that in our district bihari and marwari people used to celebrate chhath puja,0.1875,1,2,0,16
svarah_03000,Bodo,Sino-Tibetan,Male,0.6999375,treating,treating,Three Acting,three acting,2.0,1,0,1,1
svarah_03014,Malayalam,Dravidian,Male,2.034625,Candies delivered yesterday had expired.,candies delivered yesterday had expired,Candies delivered yesterday had expired,candies delivered yesterday had expired,0.0,0,0,0,5
svarah_03030,Kannada,Dravidian,Male,4.225125,Which University Managed institutes are approved of AICTE?,which university managed institutes are approved of aicte,Which university manage institutes are approved of AICTE?,which university manage institutes are approved of aicte,0.125,1,0,0,8
svarah_03055,Bodo,Sino-Tibetan,Female,1.5423125,criterium and,criterium and,criterion and,criterion and,0.5,1,0,0,2
svarah_03095,Malayalam,Dravidian,Female,9.48,So there are these bands or these new media enthusiasts who would you know take the time,so there are these bands or these new media enthusiasts who would you know take the time,"So there are these bands or these new media enthusiasts who would, you know, take the time.",so there are these bands or these new media enthusiasts who would you know take the time,0.0,0,0,0,17
svarah_03103,Bodo,Sino-Tibetan,Male,9.66425,During that time I had an opportunity to go for campus cleaning and town cleaning,during that time i had an opportunity to go for campus cleaning and town cleaning,"And during that time, I had an opportunity to go for campus cleaning and town cleaning.",and during that time i had an opportunity to go for campus cleaning and town cleaning,0.06666666666666667,0,0,1,15
svarah_03111,Kashmiri,Indo-Aryan,Male,10.812375,"Change your quantities of items Nestle Munch Wafer Bar , Chai Point Rusk Cake and Lal Besan Laddoo as their current quantities are out of stock",change your quantities of items nestle munch wafer bar chai point rusk cake and lal besan laddoo as their current quantities are out of stock,"Change your quantities of items Nestle Munch wafer bar, chai, point rusk cake, and lal besan laddu as their current quantities are out of stock.",change your quantities of items nestle munch wafer bar chai point rusk cake and lal besan laddu as their current quantities are out of stock,0.04,1,0,0,25
svarah_03141,Nepali,Indo-Aryan,Female,7.1003125,"due to development, the mobile network companies have started to",due to development the mobile network companies have started to,"Due to development, the mobile companies, the mobile network companies have started to",due to development the mobile companies the mobile network companies have started to,0.3,0,0,3,10
svarah_03159,Bodo,Sino-Tibetan,Male,14.42425,"The modern day English has become more adaptive. It has adapted words and terms from different cultures and origins. Bazaar, pajama, salat are of Indian origin",the modern day english has become more adaptive it has adapted words and terms from different cultures and origins bazaar pajama salat are of indian origin,"The modern day English has become more adaptive. It has adapted words and terms from different cultures and origins. Bazaar, pajama, salad are of Indian origin.",the modern day english has become more adaptive it has adapted words and terms from different cultures and origins bazaar pajama salad are of indian origin,0.038461538461538464,1,0,0,26
svarah_03160,Maithili,Indo-Aryan,Female,0.3870625,like,like,Like,like,0.0,0,0,0,1
svarah_03164,Malayalam,Dravidian,Male,0.979875,and of course,and of course,And of course,and of course,0.0,0,0,0,3
svarah_03194,Malayalam,Dravidian,Male,3.7895625,"Even when officially, for the patriotism sake",even when officially for the patriotism sake,Even when officially for the patriotism sake,even when officially for the patriotism sake,0.0,0,0,0,7
svarah_03214,Bodo,Sino-Tibetan,Male,0.770125,Happy,happy,Happy,happy,0.0,0,0,0,1
svarah_03218,Kannada,Dravidian,Female,5.6403125,Some of the schemes started by the government are one is the Madilu,some of the schemes started by the government are one is the madilu,"Some of the schemes started by the government are, one is the Muddy Loo.",some of the schemes started by the government are one is the muddy loo,0.15384615384615385,1,0,1,13
svarah_03227,Bengali,Indo-Aryan,Male,0.5258125,Play,play,Play,play,0.0,0,0,0,1
svarah_03251,Kannada,Dravidian,Female,0.6720625,Skip,skip,skip,skip,0.0,0,0,0,1
svarah_03267,Marathi,Indo-Aryan,Female,2.9684375,"1,000",1 000,1000,1000,1.0,1,1,0,2
svarah_03272,Malayalam,Dravidian,Male,5.9204375,Transfer 70000 rupees to selected contacts at 9 AM tomorrow using Amazon Pay,transfer 70000 rupees to selected contacts at 9 am tomorrow using amazon pay,Transfer 70000 rupees to selected contacts at 9 am tomorrow using Amazon Pay.,transfer 70000 rupees to selected contacts at 9 am tomorrow using amazon pay,0.0,0,0,0,13
svarah_03279,Bodo,Sino-Tibetan,Male,1.3165625,Orang National Parks,orang national parks,Aurang National Park,aurang national park,0.6666666666666666,2,0,0,3
svarah_03290,Kashmiri,Indo-Aryan,Female,0.678625,left,left,Left,left,0.0,0,0,0,1
svarah_03293,Bodo,Sino-Tibetan,Female,1.034125,Kukrajar,kukrajar,Kokrajhar,kokrajhar,1.0,1,0,0,1
svarah_03305,Marathi,Indo-Aryan,Male,2.381375,what music do i usually listen to,what music do i usually listen to,What music do I usually listen to?,what music do i usually listen to,0.0,0,0,0,7
svarah_03307,Kannada,Dravidian,Female,4.4801875,we can get the ambulance services in case of emergencies,we can get the ambulance services in case of emergencies,we can get the ambulance services in case of emergencies,we can get the ambulance services in case of emergencies,0.0,0,0,0,10
svarah_03324,Bodo,Sino-Tibetan,Female,9.45,So Bohag Bihu is celebrated in the month of Bohag. And Magh Bihu is celebrated in the month of Magh.,so bohag bihu is celebrated in the month of bohag and magh bihu is celebrated in the month of magh,So Bohag Bihu is celebrated in the month of Bohag and Magh Bihu is celebrated in the month of Magh,so bohag bihu is celebrated in the month of bohag and magh bihu is celebrated in the month of magh,0.0,0,0,0,20
svarah_03325,Bodo,Sino-Tibetan,Male,0.67,Previous,previous,Previous,previous,0.0,0,0,0,1
svarah_03327,Bodo,Sino-Tibetan,Female,2.9561875,time trial to multi-stage events,time trial to multi stage events,Time trial to multi stage events,time trial to multi stage events,0.0,0,0,0,6
svarah_03333,Bodo,Sino-Tibetan,Male,6.1984375,and this way the trips were really enjoying and experiencing,and this way the trips were really enjoying and experiencing,"And this way, uh, the trips were really enjoying and experiencing.",and this way uh the trips were really enjoying and experiencing,0.1,0,0,1,10
svarah_03340,Tamil,Dravidian,Female,5.560125,I have not used a virtual personal assistant like TaskRabbit or Fiverr to hire someone,i have not used a virtual personal assistant like taskrabbit or fiverr to hire someone,I have not used a virtual personal assistant like TaskRabbit or Fiverr to hire someone.,i have not used a virtual personal assistant like taskrabbit or fiverr to hire someone,0.0,0,0,0,15
svarah_03352,Telugu,Dravidian,Female,2.068125,please delete this for me,please delete this for me,Please delete this for me,please delete this for me,0.0,0,0,0,5
svarah_03360,Malayalam,Dravidian,Female,1.92825,"Yes, I do have goals",yes i do have goals,"Yes, I do have goals.",yes i do have goals,0.0,0,0,0,5
svarah_03373,Odia,Indo-Aryan,Female,4.72,"So, it was never a political unit before independence.",so it was never a political unit before independence,"So, it was never a political unit before.",so it was never a political unit before,0.1111111111111111,0,1,0,9
svarah_03404,Odia,Indo-Aryan,Female,1.6905,the political party that gets,the political party that gets,The political party that gets,the political party that gets,0.0,0,0,0,5
svarah_03405,Kannada,Dravidian,Male,10.9278125,Repeat my last order with addition of 1 jar Kapiva Gulkand and remove Bobs Red Mill Gluten Free Egg Replacer .,repeat my last order with addition of 1 jar kapiva gulkand and remove bobs red mill gluten free egg replacer,Repeat my last order with addition of one jar Kapiva Gulkand and remove Bob's Red Mill Gluten Free Egg Replacer.,repeat my last order with addition of one jar kapiva gulkand and remove bob's red mill gluten free egg replacer,0.1,2,0,0,20
svarah_03420,Odia,Indo-Aryan,Male,3.506375,And there is a lack of activities for the senior citizens,and there is a lack of activities for the senior citizens,And there is a lack of activities for the senior citizens.,and there is a lack of activities for the senior citizens,0.0,0,0,0,11
svarah_03448,Bodo,Sino-Tibetan,Female,11.7999375,"So in Assam, the festival that showcases our state's cultural heritage is Bihu Festival.",so in assam the festival that showcases our state's cultural heritage is bihu festival,"So, in Assam, the festival that showcase our state's cultural heritage is Bihu festival.",so in assam the festival that showcase our state's cultural heritage is bihu festival,0.07142857142857142,1,0,0,14
svarah_03469,Hindi,Indo-Aryan,Female,7.52,So you get to choose if your future is that of a sinner or a saint.,so you get to choose if your future is that of a sinner or a saint,So you get to choose if your future is that of a sinner or a saint.,so you get to choose if your future is that of a sinner or a saint,0.0,0,0,0,16
svarah_03487,Bodo,Sino-Tibetan,Female,6.114375,So Mandala is symbol of universe in its ideal form.,so mandala is symbol of universe in its ideal form,So Mandala is a symbol of universe in its ideal form.,so mandala is a symbol of universe in its ideal form,0.1,0,0,1,10
svarah_03496,Kashmiri,Indo-Aryan,Male,2.8920625,What is the validity of this Term life insurance,what is the validity of this term life insurance,What is the validity of this term life insurance?,what is the validity of this term life insurance,0.0,0,0,0,9
svarah_03497,Kashmiri,Indo-Aryan,Male,3.24,And how are they used in the local economy and cuisine?,and how are they used in the local economy and cuisine,And how are they used in the local economy and cuisine,and how are they used in the local economy and cuisine,0.0,0,0,0,11
svarah_03506,Malayalam,Dravidian,Female,5.39875,"Also, the people in Montessori school are of mixed age groups",also the people in montessori school are of mixed age groups,"Also, the pupils in Montessori school are of mixed age groups.",also the pupils in montessori school are of mixed age groups,0.09090909090909091,1,0,0,11
svarah_03519,Bodo,Sino-Tibetan,Female,7.9164375,"and leaves were turning yellow and plants were not flowering.Even if they were flowering,",and leaves were turning yellow and plants were not flowering even if they were flowering,"and leaves were turning yellow, and plants were not flowering, even if they were flowering.",and leaves were turning yellow and plants were not flowering even if they were flowering,0.0,0,0,0,15
svarah_03541,Malayalam,Dravidian,Female,0.658,Follow,follow,Follow,follow,0.0,0,0,0,1
svarah_03543,Bodo,Sino-Tibetan,Male,3.9781875,Now I will tell a short story of a legend,now i will tell a short story of a legend,"Now, I will tell a short story of legend.",now i will tell a short story of legend,0.1,0,1,0,10
svarah_03548,Kannada,Dravidian,Female,5.3899375,I want to buy Odomos Naturals Mosquito Repellent Lotion worth 500 rupees,i want to buy odomos naturals mosquito repellent lotion worth 500 rupees,I want to buy Odomos Naturals Mosquito Repellent Lotion worth ₹500.,i want to buy odomos naturals mosquito repellent lotion worth 500,0.08333333333333333,0,1,0,12
svarah_03555,Kannada,Dravidian,Female,2.43975,So education in English,so education in english,"So, education in English",so education in english,0.0,0,0,0,4
svarah_03560,Bodo,Sino-Tibetan,Male,19.3346875,"There are several varieties of English, such as Australian English, American English, British English or Indian English. These have far-reaching effects. English language is evolving even more rapidly than before.",there are several varieties of english such as australian english american english british english or indian english these have far reaching effects english language is evolving even more rapidly than before,"There are several varieties of English, such as Australian English, American English, British English, or Indian English. These have far-reaching effects, English languages evolving even more rapidly than before.",there are several varieties of english such as australian english american english british english or indian english these have far reaching effects english languages evolving even more rapidly than before,0.06451612903225806,1,1,0,31
svarah_03568,Kannada,Dravidian,Female,4.3601875,Integrated Disease Survival and Project,integrated disease survival and project,and the integrated disease survival survival and project,and the integrated disease survival survival and project,0.6,0,0,3,5
svarah_03583,Nepali,Indo-Aryan,Female,1.7021875,Can you enlight all Bunches?,can you enlight all bunches,Can you enlighten all bunches?,can you enlighten all bunches,0.2,1,0,0,5
svarah_03597,Kannada,Dravidian,Female,4.7195,is very important and is playing a very vital role in,is very important and is playing a very vital role in,is very important and is playing a very vital role in,is very important and is playing a very vital role in,0.0,0,0,0,11
svarah_03604,Bodo,Sino-Tibetan,Male,1.07725,Japan,japan,Japan,japan,0.0,0,0,0,1
svarah_03615,Assamese,Indo-Aryan,Male,1.7548125,Can I donate to Helpage India,can i donate to helpage india,Can I donate to HelpAge India?,can i donate to helpage india,0.0,0,0,0,6
svarah_03643,Bodo,Sino-Tibetan,Male,10.393625,"Yes, I have traveled many places with a large group of friends and family as well. All the trip was fun and thrilling and a unique kind of experience.",yes i have traveled many places with a large group of friends and family as well all the trip was fun and thrilling and a unique kind of experience,"Yes, I have traveled many places with a large group of friends and family as well. All that trip was fun and thrilling and unique kind of experience.",yes i have traveled many places with a large group of friends and family as well all that trip was fun and thrilling and unique kind of experience,0.06896551724137931,1,1,0,29
svarah_03654,Malayalam,Dravidian,Male,12.29825,Show me my transaction history from 23-3-2022 to 2-8-2020,show me my transaction history from 23 3 2022 to 2 8 2020,Show me my transaction history from 23rd 3 2022 to 2 8 2020.,show me my transaction history from 23rd 3 2022 to 2 8 2020,0.07692307692307693,1,0,0,13
svarah_03658,Kannada,Dravidian,Male,0.7181875,Stop,stop,Stop,stop,0.0,0,0,0,1
svarah_03663,Bodo,Sino-Tibetan,Male,5.9775625,Can I change my delivery date from 4-8-2018 TO 23-1-2022 ?,can i change my delivery date from 4 8 2018 to 23 1 2022,Can I change my delivery date from 4 August 2018 to 23 January 2022?,can i change my delivery date from 4 august 2018 to 23 january 2022,0.14285714285714285,2,0,0,14
svarah_03673,Kannada,Dravidian,Male,2.4778125,what time is next meeting,what time is next meeting,What time is next meeting?,what time is next meeting,0.0,0,0,0,5
svarah_03677,Bodo,Sino-Tibetan,Male,0.3965625,Four,four,Four,four,0.0,0,0,0,1
