utt_id,primary_language,family,gender,duration_s,reference_text,reference_normalized,hypothesis_text,hypothesis_normalized,wer,n_sub,n_del,n_ins,ref_len_words
svarah_00609,Tamil,Dravidian,Male,1.47725,what alarms did i set,what alarms did i set,what alarm did I set?,what alarm did i set,0.2,1,0,0,5
svarah_00610,Nepali,Indo-Aryan,Male,5.8681875,Instead of Cello of Little Trees True North Air Freshener I received another one.,instead of cello of little trees true north air freshener i received another one,"Instead of shallow off little twist to north air fresher, I received another one.",instead of shallow off little twist to north air fresher i received another one,0.35714285714285715,5,0,0,14
svarah_00615,Konkani,Indo-Aryan,Male,3.7201875,The time in mumbai now is 11:28 A.M,the time in mumbai now is 11 28 a m,The time in Mumbai now is 11 20 a.m.,the time in mumbai now is 11 20 a m,0.1,1,0,0,10
svarah_00619,Malayalam,Dravidian,Female,0.5659375,Fatima,fatima,Fatima.,fatima,0.0,0,0,0,1
svarah_00620,Bengali,Indo-Aryan,Female,5.0936875,"Ria, Obhi, Sion, Obhik, Shirsha.",ria obhi sion obhik shirsha,"Ria Obi, Shion Obiik, Shisha.",ria obi shion obiik shisha,0.8,4,0,0,5
svarah_00621,Urdu,Indo-Aryan,Male,13.2666875,"Religion is sometimes defined as the relationship between people and that which they regard as holy, often in supernatural terms.",religion is sometimes defined as the relationship between people and that which they regard as holy often in supernatural terms,"Religion is sometimes defined as the relationship between people and that which they regard as holy, often in supernatural terms.",religion is sometimes defined as the relationship between people and that which they regard as holy often in supernatural terms,0.0,0,0,0,20
svarah_00625,Odia,Indo-Aryan,Female,2.80025,or anything that soothes my mind,or anything that soothes my mind,or anything that suits my mind.,or anything that suits my mind,0.16666666666666666,1,0,0,6
svarah_00626,Tamil,Dravidian,Female,4.51875,Rosewood carving is another ancient craft practiced in Mysore for centuries,rosewood carving is another ancient craft practiced in mysore for centuries,Rosewood coming is another ancient craft practiced in Mysore for centuries.,rosewood coming is another ancient craft practiced in mysore for centuries,0.09090909090909091,1,0,0,11
svarah_00631,Konkani,Indo-Aryan,Male,2.206875,9515,9515,915,915,1.0,1,0,0,1
svarah_00636,Sindhi,Indo-Aryan,Male,1.2999375,behind it,behind it,Behind it.,behind it,0.0,0,0,0,2
svarah_00638,Kashmiri,Indo-Aryan,Male,0.259875,No,no,no.,no,0.0,0,0,0,1
svarah_00639,Nepali,Indo-Aryan,Female,7.568625,The smart city New Town is the only urban local body in India to have been issuing,the smart city new town is the only urban local body in india to have been issuing,The smart city new town is the only oven local body in India to have been receiving,the smart city new town is the only oven local body in india to have been receiving,0.11764705882352941,2,0,0,17
svarah_00640,Kannada,Dravidian,Female,3.9601875,which provides the postnatal care for the mother and the child,which provides the postnatal care for the mother and the child,which provides the post-anatal care for the mother and the child.,which provides the post anatal care for the mother and the child,0.18181818181818182,1,0,1,11
svarah_00641,Odia,Indo-Aryan,Male,11.99425,"And there are a lot of books in at my home, at my place, which my father and my grandfather have collected which are very good translations of some very good Indian novels.",and there are a lot of books in at my home at my place which my father and my grandfather have collected which are very good translations of some very good indian novels,"And there are a lot of books at my home, at my place, which my father and my grandfather have collected, which are very good translations of some very good Indian novels.",and there are a lot of books at my home at my place which my father and my grandfather have collected which are very good translations of some very good indian novels,0.030303030303030304,0,1,0,33
svarah_00644,Nepali,Indo-Aryan,Male,12.16525,"Dakshineswar Kali Temple, Azadara Palace, Radha Vinod Temple,",dakshineswar kali temple azadara palace radha vinod temple,the Chinese were Kalimandir or Kalitemple. Haja Dora Palace rather been a temple.,the chinese were kalimandir or kalitemple haja dora palace rather been a temple,1.375,6,0,5,8
svarah_00646,Kannada,Dravidian,Male,3.45,Is my last reward from TataCliq expired?,is my last reward from tatacliq expired,is my last reward from Tata Click Expired.,is my last reward from tata click expired,0.2857142857142857,1,0,1,7
svarah_00647,Odia,Indo-Aryan,Female,13.5020625,"Has the payment been confirmed for my order containing Borosil Induction Friendly Stainless Steel Casserole , Nescafe Gold Original Roasted Coffee and Fresho Signature Palak Snack Sticks ?",has the payment been confirmed for my order containing borosil induction friendly stainless steel casserole nescafe gold original roasted coffee and fresho signature palak snack sticks,"has the Pimin Bin conformed for my order containing burousal induction, frainly stainless steel casserole, Nescafic gold original roasted coffee and fresho signature palox nags dicks.",has the pimin bin conformed for my order containing burousal induction frainly stainless steel casserole nescafic gold original roasted coffee and fresho signature palox nags dicks,0.34615384615384615,9,0,0,26
svarah_00649,Punjabi,Indo-Aryan,Male,2.2055,bring up a recipe for fish fry,bring up a recipe for fish fry,Bring up your SAP for fish fry.,bring up your sap for fish fry,0.2857142857142857,2,0,0,7
svarah_00650,Malayalam,Dravidian,Female,3.491875,Kollam district is known for the cashew nut,kollam district is known for the cashew nut,Column district is non-photication at,column district is non photication at,0.75,4,2,0,8
svarah_00651,Kannada,Dravidian,Female,14.1723125,it is said that if we consume this thambuli during hot summers it helps to keep our body cool and dodapathre can also be used in treating minor skin diseases or skin allergies like,it is said that if we consume this thambuli during hot summers it helps to keep our body cool and dodapathre can also be used in treating minor skin diseases or skin allergies like,It is said that if we consume this tumbled during hot summers it helps to keep our body cool and the dota-patrase can also be used in treating minor skin diseases or skin allergies like,it is said that if we consume this tumbled during hot summers it helps to keep our body cool and the dota patrase can also be used in treating minor skin diseases or skin allergies like,0.11764705882352941,2,0,2,34
svarah_00653,Marathi,Indo-Aryan,Male,0.6903125,because,because,Because,because,0.0,0,0,0,1
svarah_00654,Kashmiri,Indo-Aryan,Male,4.0234375,Was I credited more than Rs. 300 from anyone last 15 days,was i credited more than rs 300 from anyone last 15 days,was a credited mold then to be 300 from any one last 15 days.,was a credited mold then to be 300 from any one last 15 days,0.5833333333333334,5,0,2,12
svarah_00655,Malayalam,Dravidian,Male,5.1149375,"With this plan, the poor people get a home, a nice home",with this plan the poor people get a home a nice home,"with this plan, the poor people get a home, a nice home.",with this plan the poor people get a home a nice home,0.0,0,0,0,12
svarah_00664,Kashmiri,Indo-Aryan,Female,0.561625,Time,time,Time.,time,0.0,0,0,0,1
svarah_00665,Telugu,Dravidian,Female,6.698875,Is Phalada Pure & Sure Bengal Gram avaliable for delivery in 2 hours?,is phalada pure sure bengal gram avaliable for delivery in 2 hours,is follow the pure and sure Bengal gram available for delivery in 2 hours,is follow the pure and sure bengal gram available for delivery in 2 hours,0.3333333333333333,2,0,2,12
svarah_00674,Nepali,Indo-Aryan,Female,7.0,"In our region, the people are mostly Nepali.",in our region the people are mostly nepali,"In our reason, the people are mostly Nepali.",in our reason the people are mostly nepali,0.125,1,0,0,8
svarah_00679,Hindi,Indo-Aryan,Female,8.7506875,"So, yeah, this is how we as a community coexist with one another.",so yeah this is how we as a community coexist with one another,"So yeah, this is how we as a community coexist with one another.",so yeah this is how we as a community coexist with one another,0.0,0,0,0,13
svarah_00680,Malayalam,Dravidian,Female,10.245875,But he achieves his dream only to be propelled by a series of incidents into a slave-like existence herding Gods in the middle of the Saudi desert,but he achieves his dream only to be propelled by a series of incidents into a slave like existence herding gods in the middle of the saudi desert,"But he achieves his dream only to be propelled by a series of incidents into its lay-like existence, hurting gods in the middle of the Saudi desert.",but he achieves his dream only to be propelled by a series of incidents into its lay like existence hurting gods in the middle of the saudi desert,0.10714285714285714,3,0,0,28
svarah_00684,Nepali,Indo-Aryan,Male,3.025875,How many rewards I got in Airtel Money this month?,how many rewards i got in airtel money this month,How many rewards I got in Ertul Moni this month?,how many rewards i got in ertul moni this month,0.2,2,0,0,10
svarah_00686,Kashmiri,Indo-Aryan,Male,3.83325,by allowing the garden,by allowing the garden,by allowing the garden.,by allowing the garden,0.0,0,0,0,4
svarah_00687,Maithili,Indo-Aryan,Female,2.89975,look up news articles about atal bihari vajpayee,look up news articles about atal bihari vajpayee,Look up news articles about Atal Vihari Vajpayee.,look up news articles about atal vihari vajpayee,0.125,1,0,0,8
svarah_00688,Bodo,Sino-Tibetan,Male,1.1999375,those places,those places,those places.,those places,0.0,0,0,0,2
svarah_00690,Bengali,Indo-Aryan,Female,3.86175,Please show me the reciept of my Credit Card bill.,please show me the reciept of my credit card bill,Please show me the receipt of my credit card bill.,please show me the receipt of my credit card bill,0.1,1,0,0,10
svarah_00696,Marathi,Indo-Aryan,Male,1.9875,and mute the contact Imam,and mute the contact imam,and mute the contact email.,and mute the contact email,0.2,1,0,0,5
svarah_00698,Maithili,Indo-Aryan,Female,2.26125,Are Soft Drinks available?,are soft drinks available,are softer drinks available.,are softer drinks available,0.25,1,0,0,4
svarah_00699,Dogri,Indo-Aryan,Male,2.623375,Can I get Perfumes delivered urgently?,can i get perfumes delivered urgently,Can I get perfumes delivered urgently?,can i get perfumes delivered urgently,0.0,0,0,0,6
svarah_00700,Punjabi,Indo-Aryan,Female,4.092125,The English language has greatly influenced my culture and identity,the english language has greatly influenced my culture and identity,The English language has greatly influenced my culture and identity.,the english language has greatly influenced my culture and identity,0.0,0,0,0,10
svarah_00701,Malayalam,Dravidian,Female,5.5613125,"Yes, according to Christianity, Bible is the sacred text",yes according to christianity bible is the sacred text,"Yes, according to Christianity Bible is the sacred test.",yes according to christianity bible is the sacred test,0.1111111111111111,1,0,0,9
svarah_00703,Maithili,Indo-Aryan,Male,4.7829375,"With the inauguration of airport, Dharbhanga has become more prominent.",with the inauguration of airport dharbhanga has become more prominent,"with the inauguration of airport, the Rwanga has become more prominent.",with the inauguration of airport the rwanga has become more prominent,0.2,1,0,1,10
svarah_00705,Urdu,Indo-Aryan,Female,0.6343125,Dog,dog,Dog,dog,0.0,0,0,0,1
svarah_00712,Bodo,Sino-Tibetan,Male,0.8333125,Manas,manas,Manash.,manash,1.0,1,0,0,1
svarah_00719,Maithili,Indo-Aryan,Male,8.7960625,"Birla was a close associate and a steady supporter of Mahatma Gandhi, whom he met for the first time in 1916.",birla was a close associate and a steady supporter of mahatma gandhi whom he met for the first time in 1916,Bila was a close associate and a steady supporter of Mahatma Gandhi whom he made for the first time in 1960.,bila was a close associate and a steady supporter of mahatma gandhi whom he made for the first time in 1960,0.14285714285714285,3,0,0,21
svarah_00721,Nepali,Indo-Aryan,Male,2.4655625,Are thers any nearby vaccination center,are thers any nearby vaccination center,are there any nearby vaccination center?,are there any nearby vaccination center,0.16666666666666666,1,0,0,6
svarah_00729,Kashmiri,Indo-Aryan,Female,3.9666875,These needs should be met so that the students can thrive and be better learners,these needs should be met so that the students can thrive and be better learners,These needs should be met so that the students can thrive and be petalerners.,these needs should be met so that the students can thrive and be petalerners,0.13333333333333333,1,1,0,15
svarah_00735,Tamil,Dravidian,Female,10.0225625,"Around 1989, China implemented its own Operation Flood-like programme with the help of Kurien and the World Food Programme.",around 1989 china implemented its own operation flood like programme with the help of kurien and the world food programme,"Around 1989, China implemented its own operation flood-like program with the help of Korean and the World Food Program.",around 1989 china implemented its own operation flood like program with the help of korean and the world food program,0.15,3,0,0,20
svarah_00738,Malayalam,Dravidian,Female,9.50325,Consider what has been said and decide whether you can use the criticism constructively or whether you should just disregard it.,consider what has been said and decide whether you can use the criticism constructively or whether you should just disregard it,Consider what has been said and decide whether you can use it to be constructive or whether you should just disregard it.,consider what has been said and decide whether you can use it to be constructive or whether you should just disregard it,0.19047619047619047,3,0,1,21
svarah_00743,Urdu,Indo-Aryan,Female,0.098,Up,up,I,i,1.0,1,0,0,1
svarah_00745,Assamese,Indo-Aryan,Female,4.7509375,Can I know the nearest medical store to my current location in district Bathinda,can i know the nearest medical store to my current location in district bathinda,Can I know the nearest medical store to my current location in District Bethinda?,can i know the nearest medical store to my current location in district bethinda,0.07142857142857142,1,0,0,14
svarah_00747,Gujarati,Indo-Aryan,Female,2.0156875,what is my most played song,what is my most played song,What is my most played song?,what is my most played song,0.0,0,0,0,6
svarah_00748,Sindhi,Indo-Aryan,Male,3.500875,can be seen at every distance,can be seen at every distance,can we see them at every distance?,can we see them at every distance,0.5,2,0,1,6
svarah_00749,Sindhi,Indo-Aryan,Female,6.4285625,"Investments, I like to invest my money not just for my retirement but for",investments i like to invest my money not just for my retirement but for,investments. I like to invest my money not just for my retirement but for,investments i like to invest my money not just for my retirement but for,0.0,0,0,0,14
svarah_00750,Bengali,Indo-Aryan,Female,6.2720625,Can I get Raw Pressery Protein Milkshake urgently?,can i get raw pressery protein milkshake urgently,"can I get raw, pressure, protein, milk, sugar,",can i get raw pressure protein milk sugar,0.375,3,0,0,8
svarah_00754,Urdu,Indo-Aryan,Female,1.731375,There is versatility,there is versatility,There is a possibility.,there is a possibility,0.6666666666666666,1,0,1,3
svarah_00755,Kannada,Dravidian,Female,6.6,It can be used as a means of self-expression where words are not necessary.,it can be used as a means of self expression where words are not necessary,It can be used as a means of self-expression where words are not necessary.,it can be used as a means of self expression where words are not necessary,0.0,0,0,0,15
svarah_00756,Kannada,Dravidian,Female,3.0495625,Which is the nearest vacccination center in district Deoghar,which is the nearest vacccination center in district deoghar,which is the nearest vaccination center in district the Ocar.,which is the nearest vaccination center in district the ocar,0.3333333333333333,2,0,1,9
svarah_00763,Kannada,Dravidian,Female,6.500125,or we could have homegrown fresh veggies for our cooking and,or we could have homegrown fresh veggies for our cooking and,We could have homegrown fresh veggies for our cooking and,we could have homegrown fresh veggies for our cooking and,0.09090909090909091,0,1,0,11
svarah_00770,Telugu,Dravidian,Female,5.00475,The WUKF accepts more than one federation or association per country.,the wukf accepts more than one federation or association per country,The WUKF accepts more than one federation or association for country.,the wukf accepts more than one federation or association for country,0.09090909090909091,1,0,0,11
svarah_00771,Bengali,Indo-Aryan,Female,4.7555625,Notify 3 days in advance for all auto-payments in Google Pay,notify 3 days in advance for all auto payments in google pay,Notify 3 days in advance for all auto payments in Google Pay.,notify 3 days in advance for all auto payments in google pay,0.0,0,0,0,12
svarah_00773,Urdu,Indo-Aryan,Male,5.2200625,between a reverence to the past and a vision for the future,between a reverence to the past and a vision for the future,between a reverence to the past and a vision for the future.,between a reverence to the past and a vision for the future,0.0,0,0,0,12
svarah_00774,Maithili,Indo-Aryan,Female,10.2038125,"Since singing is my passion, so I like to phrase the words and like to sing it in my own styles.",since singing is my passion so i like to phrase the words and like to sing it in my own styles,since singing is my passion so I like to phrase the words and like to sing it in my own styles.,since singing is my passion so i like to phrase the words and like to sing it in my own styles,0.0,0,0,0,21
svarah_00775,Urdu,Indo-Aryan,Male,3.8726875,Ahmedabad was established by a Muslim ruler,ahmedabad was established by a muslim ruler,Ahmedabad was established by a Muslim ruler.,ahmedabad was established by a muslim ruler,0.0,0,0,0,7
svarah_00780,Bodo,Sino-Tibetan,Female,4.394625,Choose district to search for medical stores in state Chhattisgarh,choose district to search for medical stores in state chhattisgarh,choose district to search for medical stores in state chat this girl,choose district to search for medical stores in state chat this girl,0.3,1,0,2,10
svarah_00782,Urdu,Indo-Aryan,Female,6.94,Folk music is also popular in Karnataka.,folk music is also popular in karnataka,music is also popular in Kanata Ka.,music is also popular in kanata ka,0.42857142857142855,1,1,1,7
svarah_00788,Urdu,Indo-Aryan,Male,0.7269375,Learn,learn,Learn.,learn,0.0,0,0,0,1
svarah_00789,Konkani,Indo-Aryan,Female,4.903125,and Gauhar as the beneficiary name for vaccine registration,and gauhar as the beneficiary name for vaccine registration,and go her at the beneficiary name for vaccine registration.,and go her at the beneficiary name for vaccine registration,0.3333333333333333,2,0,1,9
svarah_00791,Nepali,Indo-Aryan,Female,9.45325,Bhave meet Gandhi on 7 June 1916 and subsequently abandoned his studies.,bhave meet gandhi on 7 june 1916 and subsequently abandoned his studies,"Bev meet Gandhi on 7 June 1916 and subsequently, evident his studies.",bev meet gandhi on 7 june 1916 and subsequently evident his studies,0.16666666666666666,2,0,0,12
svarah_00794,Assamese,Indo-Aryan,Male,0.580375,Six,six,See you next time.,see you next time,4.0,1,0,3,1
svarah_00795,Telugu,Dravidian,Female,1.90075,I don't have any such challenges.,i don't have any such challenges,I don't have any such challenges.,i don't have any such challenges,0.0,0,0,0,6
svarah_00800,Telugu,Dravidian,Female,0.7350625,Previous,previous,previous.,previous,0.0,0,0,0,1
svarah_00802,Assamese,Indo-Aryan,Male,4.319125,relaxed riding And the sound of the engine,relaxed riding and the sound of the engine,"Relax, writing the sound of the engine.",relax writing the sound of the engine,0.375,2,1,0,8
svarah_00805,Assamese,Indo-Aryan,Male,0.7804375,89,89,89.,89,0.0,0,0,0,1
svarah_00811,Kannada,Dravidian,Female,2.50725,remind me to check morning news update,remind me to check morning news update,Remind me to check morning use update.,remind me to check morning use update,0.14285714285714285,1,0,0,7
svarah_00812,Dogri,Indo-Aryan,Male,9.097,realized is our state there are better cinema halls with impactful sound systems. Youngster are seen making reels,realized is our state there are better cinema halls with impactful sound systems youngster are seen making reels,The lies is our state. There are better cinema halls with impactful sound systems. Youngsters are seen making reels and,the lies is our state there are better cinema halls with impactful sound systems youngsters are seen making reels and,0.2222222222222222,2,0,2,18
svarah_00813,Odia,Indo-Aryan,Female,14.465875,"Rather, there are several several local stories and several legends which are from each of the former princely states.",rather there are several several local stories and several legends which are from each of the former princely states,rather there are several local stories and several legends which are from each of the format of Apprentice states.,rather there are several local stories and several legends which are from each of the format of apprentice states,0.21052631578947367,2,1,1,19
svarah_00816,Maithili,Indo-Aryan,Female,3.9401875,Then again when we go to the April that there is Sattu Vines,then again when we go to the april that there is sattu vines,"Then again, when we go to the apparel that there is Satuines.",then again when we go to the apparel that there is satuines,0.23076923076923078,2,1,0,13
svarah_00817,Urdu,Indo-Aryan,Male,10.43,And there is much more in addition to these and I suggest everyone to read and try to understand at least once in a lifetime.,and there is much more in addition to these and i suggest everyone to read and try to understand at least once in a lifetime,And there is much more in addition to these. And I suggest everyone to read and try to understand at least once in a lifetime.,and there is much more in addition to these and i suggest everyone to read and try to understand at least once in a lifetime,0.0,0,0,0,25
svarah_00818,Telugu,Dravidian,Female,5.3855,Check whether a refund of Rs. 3000 from PepperFry has been processed or not!,check whether a refund of rs 3000 from pepperfry has been processed or not,Check whether a refund of rupees 3000 from Pepperfly has been processed or not.,check whether a refund of rupees 3000 from pepperfly has been processed or not,0.14285714285714285,2,0,0,14
svarah_00822,Dogri,Indo-Aryan,Female,7.420625,"As a result, major security measures have had to be undertaken by French and African authorities.",as a result major security measures have had to be undertaken by french and african authorities,"As a result, major security majors have had to be undertaken by French and African authorities.",as a result major security majors have had to be undertaken by french and african authorities,0.0625,1,0,0,16
svarah_00823,Malayalam,Dravidian,Male,1.5715,My favorite sport,my favorite sport,My favorite sports.,my favorite sports,0.3333333333333333,1,0,0,3
svarah_00824,Telugu,Dravidian,Female,0.55475,Left,left,Left.,left,0.0,0,0,0,1
svarah_00828,Kashmiri,Indo-Aryan,Male,7.549,What are the main challenges and opportunities facing your district district in terms of development and growth?,what are the main challenges and opportunities facing your district district in terms of development and growth,What are the main challenges and opportunities facing your district district? In terms of development and growth.,what are the main challenges and opportunities facing your district district in terms of development and growth,0.0,0,0,0,17
svarah_00833,Bodo,Sino-Tibetan,Male,4.417,please set an alarm for tomorrows meeting at seven am,please set an alarm for tomorrows meeting at seven am,Please set an alarm for tomorrow's meeting at 7am.,please set an alarm for tomorrow's meeting at 7am,0.3,2,1,0,10
svarah_00834,Urdu,Indo-Aryan,Male,1.8716875,what can I do in Berlin?,what can i do in berlin,What can I do in Berlin?,what can i do in berlin,0.0,0,0,0,6
svarah_00836,Telugu,Dravidian,Female,2.04,It's beautiful.,it's beautiful,It's beautiful.,it's beautiful,0.0,0,0,0,2
svarah_00840,Kashmiri,Indo-Aryan,Male,5.40825,I've also introduced earthworms from other places so that i can get vermicompost,i've also introduced earthworms from other places so that i can get vermicompost,I also introduced earthworms from other places so that I can get to amicom post.,i also introduced earthworms from other places so that i can get to amicom post,0.3076923076923077,2,0,2,13
svarah_00842,Urdu,Indo-Aryan,Female,0.7395,Islam,islam,Islam,islam,0.0,0,0,0,1
svarah_00843,Sindhi,Indo-Aryan,Male,1.799875,of Rajasthani,of rajasthani,"off, and I just tiny.",off and i just tiny,2.5,2,0,3,2
svarah_00845,Nepali,Indo-Aryan,Male,15.813625,There is an eco-park in the vicinity of Lake Umiam and some water sports are also done here.,there is an eco park in the vicinity of lake umiam and some water sports are also done here,There is a e-coparque in the vicinity of Lake Umiyam and some water exports are also done there.,there is a e coparque in the vicinity of lake umiyam and some water exports are also done there,0.3157894736842105,6,0,0,19
svarah_00847,Bengali,Indo-Aryan,Female,3.08,I think the gene that I got from my father.,i think the gene that i got from my father,I think the gene that I got from my father,i think the gene that i got from my father,0.0,0,0,0,10
svarah_00848,Punjabi,Indo-Aryan,Female,5.4790625,What are the different risks associated with taking an Life Insurance insurance policy?,what are the different risks associated with taking an life insurance insurance policy,What are the differences associated with taking down life insurance policy?,what are the differences associated with taking down life insurance policy,0.3076923076923077,2,2,0,13
svarah_00849,Dogri,Indo-Aryan,Female,7.0,but in which a girl child gets 1000 rupees per month in her account,but in which a girl child gets 1000 rupees per month in her account,but in which a girl child gets 1000 rupees per month on her in her account,but in which a girl child gets 1000 rupees per month on her in her account,0.14285714285714285,0,0,2,14
svarah_00851,Sindhi,Indo-Aryan,Female,5.3999375,I can sing when I'm preparing meals. I can sing when I'm traveling,i can sing when i'm preparing meals i can sing when i'm traveling,I can sing when I'm preparing me. I can sing when I'm traveling.,i can sing when i'm preparing me i can sing when i'm traveling,0.07692307692307693,1,0,0,13
svarah_00853,Kashmiri,Indo-Aryan,Female,1.883375,This also enhanced our confidence.,this also enhanced our confidence,This also enhanced our confidence.,this also enhanced our confidence,0.0,0,0,0,5
svarah_00854,Urdu,Indo-Aryan,Female,0.583375,Gujarat,gujarat,Good job.,good job,2.0,1,0,1,1
svarah_00855,Bodo,Sino-Tibetan,Female,5.555375,Show the list of restaurants I paid through PayPal last Year,show the list of restaurants i paid through paypal last year,Should I list of restaurants I paid through PayPal last year?,should i list of restaurants i paid through paypal last year,0.18181818181818182,2,0,0,11
svarah_00858,Bengali,Indo-Aryan,Female,0.4319375,Go,go,Cool.,cool,1.0,1,0,0,1
svarah_00860,Gujarati,Indo-Aryan,Female,2.4179375,only few schools in,only few schools in,only few schools in uh,only few schools in uh,0.25,0,0,1,4
svarah_00861,Dogri,Indo-Aryan,Female,7.820375,"Barcelona, London, Paris, Bangkok, Delhi",barcelona london paris bangkok delhi,"Barcelona, London, Paris, Bangkok, Delhi.",barcelona london paris bangkok delhi,0.0,0,0,0,5
svarah_00862,Nepali,Indo-Aryan,Female,6.1600625,"Nepal, Bhutan, Pakistan, Australia, Japan",nepal bhutan pakistan australia japan,"Nepal, Bhutan, Pakistan, Australia, Japan.",nepal bhutan pakistan australia japan,0.0,0,0,0,5
svarah_00866,Malayalam,Dravidian,Female,3.7385625,I got my products delivered after 8 hours of ordering them,i got my products delivered after 8 hours of ordering them,I got my products delivered after 8 hours of ordering them.,i got my products delivered after 8 hours of ordering them,0.0,0,0,0,11
svarah_00870,Telugu,Dravidian,Female,4.0398125,It does not differ much from our original dialects.,it does not differ much from our original dialects,it does not differ much from our original dialects.,it does not differ much from our original dialects,0.0,0,0,0,9
svarah_00877,Sindhi,Indo-Aryan,Female,0.5431875,Wow,wow,Wow.,wow,0.0,0,0,0,1
svarah_00878,Odia,Indo-Aryan,Male,3.9200625,and there is Konar Chandrabhaga beach.,and there is konar chandrabhaga beach,and there's Kona Alcandra Vagabhi,and there's kona alcandra vagabhi,0.8333333333333334,4,1,0,6
svarah_00879,Kashmiri,Indo-Aryan,Male,3.5,What are the main crops grown in your district to district?,what are the main crops grown in your district to district,What are the main crops grown in your district to district?,what are the main crops grown in your district to district,0.0,0,0,0,11
svarah_00880,Telugu,Dravidian,Female,9.6,It's about a group of teenagers which are offloaded as a punishment onto the earth.,it's about a group of teenagers which are offloaded as a punishment onto the earth,It's about a group of teenagers which are off-loaded as a punishment onto the earth.,it's about a group of teenagers which are off loaded as a punishment onto the earth,0.13333333333333333,1,0,1,15
svarah_00886,Malayalam,Dravidian,Male,0.4623125,Malappuram,malappuram,Malapur.,malapur,1.0,1,0,0,1
svarah_00888,Odia,Indo-Aryan,Female,2.28,with a small group of people.,with a small group of people,this small group of people.,this small group of people,0.3333333333333333,1,1,0,6
svarah_00890,Marathi,Indo-Aryan,Female,6.0,The climate of Pune is very dry throughout the year.,the climate of pune is very dry throughout the year,the climate of Puli is very dry throughout the year.,the climate of puli is very dry throughout the year,0.1,1,0,0,10
svarah_00892,Malayalam,Dravidian,Female,0.6381875,Learn,learn,Learn.,learn,0.0,0,0,0,1
svarah_00897,Kannada,Dravidian,Male,0.7520625,"Kerala,",kerala,Can't love.,can't love,2.0,1,0,1,1
svarah_00898,Konkani,Indo-Aryan,Female,2.799625,Start a new email to George Brown,start a new email to george brown,Start a new email to George Brown.,start a new email to george brown,0.0,0,0,0,7
svarah_00901,Dogri,Indo-Aryan,Male,2.90875,Can I get a list of such institutes?,can i get a list of such institutes,can I get a list of such institutions?,can i get a list of such institutions,0.125,1,0,0,8
svarah_00906,Nepali,Indo-Aryan,Male,6.2828125,"So with this type of content, I have read mainly Nepali books.",so with this type of content i have read mainly nepali books,"So, with this type of content, I have read mainly in Apale Books.",so with this type of content i have read mainly in apale books,0.16666666666666666,1,0,1,12
svarah_00909,Konkani,Indo-Aryan,Female,0.7513125,Victor,victor,Victor.,victor,0.0,0,0,0,1
svarah_00910,Kashmiri,Indo-Aryan,Female,6.08,He effectively shows how every person has a personal legend and how every person can,he effectively shows how every person has a personal legend and how every person can,He effectively shows how every person has a personal legend and how every person can,he effectively shows how every person has a personal legend and how every person can,0.0,0,0,0,15
svarah_00913,Maithili,Indo-Aryan,Male,1.113,Chandrashekhar Jha,chandrashekhar jha,Chandrasekarja.,chandrasekarja,1.0,1,1,0,2
svarah_00920,Malayalam,Dravidian,Male,0.3925,Next,next,next.,next,0.0,0,0,0,1
svarah_00921,Kannada,Dravidian,Female,3.40275,as face packs or hair packs.,as face packs or hair packs,as face bags or hair bags.,as face bags or hair bags,0.3333333333333333,2,0,0,6
svarah_00924,Kannada,Dravidian,Female,0.693,Disagree,disagree,Dissertri.,dissertri,1.0,1,0,0,1
svarah_00927,Konkani,Indo-Aryan,Female,1.929,i am taking day off tomorrow,i am taking day off tomorrow,I am taking the day off tomorrow.,i am taking the day off tomorrow,0.16666666666666666,0,0,1,6
svarah_00933,Marathi,Indo-Aryan,Female,4.634375,Veg Items and Perfumes delivered today morning were of bad quality.,veg items and perfumes delivered today morning were of bad quality,"which items and perfumes delivered today morning, where of bad quality.",which items and perfumes delivered today morning where of bad quality,0.18181818181818182,2,0,0,11
svarah_00934,Nepali,Indo-Aryan,Male,13.8,"Literally, I am not an established writer, but being a learner or a beginner writer,",literally i am not an established writer but being a learner or a beginner writer,"I am not a stable cytole, but being a learner or a beginner",i am not a stable cytole but being a learner or a beginner,0.3333333333333333,3,2,0,15
svarah_00936,Telugu,Dravidian,Female,5.5169375,Please don't send HAZEL Steel Rectangle Cloth Hanger of Arham brand.,please don't send hazel steel rectangle cloth hanger of arham brand,Please don't send Hazel's Teal Tractangle cloth hangar of Arham brand.,please don't send hazel's teal tractangle cloth hangar of arham brand,0.36363636363636365,4,0,0,11
svarah_00938,Bengali,Indo-Aryan,Female,3.16,I love doing nature photography.,i love doing nature photography,I love doing nature photography.,i love doing nature photography,0.0,0,0,0,5
svarah_00943,Kashmiri,Indo-Aryan,Female,5.7369375,The practitioners of art and craft in our state showcase their talent through their craft.,the practitioners of art and craft in our state showcase their talent through their craft,The practitioners of art and craft in our state showcase the talent with their craft.,the practitioners of art and craft in our state showcase the talent with their craft,0.13333333333333333,2,0,0,15
svarah_00944,Assamese,Indo-Aryan,Male,0.481375,Dog,dog,Dog.,dog,0.0,0,0,0,1
svarah_00946,Kashmiri,Indo-Aryan,Female,0.6020625,Bihar,bihar,Be hard.,be hard,2.0,1,0,1,1
